태양광발전시설명,소재지도로명주소,소재지지번주소,정제WGS84위도,정제WGS84경도,설치상세위치구분명,가동상태구분명,설비용량(KW),공급전압(V),주파수(Hz),설치연도,세부용도,허가일자,허가기관,설치면적(㎥),데이터기준일자
해좋은 태양광발전소,,"경기도 안성시 죽산면 두현리 217-3 다동,바동,자동",,,,정상가동,99.36,380,60,2021,사업용,2021-01-13,안성시,,2023-07-06
해준이천태양광발전소,,경기도 이천시 장호원읍 선읍리 156,,,,정상가동,99.36,380,60,2018,발전사업용,2018-04-23,이천시,,2023-06-05
해창1리 마을발전소,,,,,,정상가동,10,380,60,2022,발전사업용,2022-07-21,화성시,48.17,2023-06-12
해테크이천11호,,경기도 이천시 장호원읍 와현리 58-77,,,,정상가동,401.94,380,60,2020,발전사업용,2018-09-20,이천시,,2023-06-05
해테크이천12호,,경기도 이천시 장호원읍 와현리 58-9,,,,정상가동,295.65,380,60,2020,발전사업용,2018-09-20,이천시,,2023-06-05
해테크이천13호,,경기도 이천시 장호원읍 와현리 58-9,,,,정상가동,295.65,380,60,2020,발전사업용,2018-09-20,이천시,,2023-06-05
해테크이천14호,,경기도 이천시 장호원읍 와현리 58-9,,,,정상가동,498.42,380,60,2019,발전사업용,2018-09-20,이천시,,2023-06-05
해테크이천15호,,경기도 이천시 장호원읍 와현리 58-9,,,,정상가동,295.65,380,60,2019,발전사업용,2018-09-20,이천시,,2023-06-05
해테크이천16호,,경기도 이천시 장호원읍 와현리 58-1,,,,정상가동,97.02,380,60,2020,발전사업용,2018-09-20,이천시,,2023-06-05
해테크이천17호,,경기도 이천시 장호원읍 와현리 58,,,,정상가동,450.45,380,60,2020,발전사업용,2018-09-20,이천시,,2023-06-05
해테크이천1호,,경기도 이천시 율면 산양리 산58-1,,,,정상가동,273.02,380,60,2019,발전사업용,2018-09-05,이천시,,2023-06-05
해테크이천2호,,경기도 이천시 율면 산양리 산58-1,,,,정상가동,273.02,380,60,2019,발전사업용,2018-09-05,이천시,,2023-06-05
해테크이천3호,,경기도 이천시 율면 산양리 산58-1,,,,폐기,273.02,380,60,2021,발전사업용,2018-09-05,이천시,,2023-06-05
해테크이천4호태양광발전소,,경기도 이천시 율면 산양리 산58-1,,,,폐기,98.55,380,60,2021,발전사업용,2018-05-30,이천시,,2023-06-05
해테크이천5호,,경기도 이천시 장호원읍 와현리 34-1,,,,정상가동,936.23,22900,60,2020,발전사업용,2018-08-28,이천시,,2023-06-05
해테크이천6호,,경기도 이천시 장호원읍 와현리 34-1,,,,정상가동,936.23,22900,60,2020,발전사업용,2018-09-07,이천시,,2023-06-05
해테크이천7호,,경기도 이천시 장호원읍 와현리 34-7,,,,정상가동,48.38,380,60,2023,발전사업용,2022-10-04,이천시,,2023-06-05
해품 태양광발전소,,경기도 이천시 장호원읍 선읍리 산142-20,,,,정상가동,915.1,22900,60,2019,발전사업용,2017-10-26,이천시,,2023-06-05
해피 태양광발전소,,경기도 안성시 일죽면 금산리 633-3,,,,정상가동,99.36,380,60,2018,사업용,2018-02-21,안성시,,2023-07-06
해피태양광발전소,,,,,,정상가동,99,380,60,2020,발전사업용,2020-08-19,화성시,,2023-06-12
햇님에너지태양광발전소,,,,,,정상가동,99.91,380,60,2022,발전사업용,2022-07-12,화성시,,2023-06-12
햇빛 태양광발전소,,경기도 안성시 서운면 현매리 150-1,,,,정상가동,98.55,380,60,2019,사업용,2019-07-15,안성시,,2023-07-06
햇빛 태양광발전소,,"경기도 안성시 일죽면 장암리 80-4,80-5",,,,정상가동,98.42,380,60,2019,사업용,2019-11-01,안성시,,2023-07-06
햇빛공유화성10호발전소,,,,,,정상가동,90.16,380,60,2022,발전사업용,2022-09-19,화성시,421,2023-06-12
햇빛나 태양광발전소,,경기도 안성시 미양면 법전리 196,,,,가동중단,138.24,380,60,2018,,2018-07-06,안성시,,2023-07-06
햇빛나눔 남양주1호 발전소,경기도 남양주시 화도읍 재재기로74번길 97-42,경기도 남양주시 화도읍 차산리 870-12,,,,정상가동,51,380,60,2021,,2020-04-27,남양주시,,2023-06-02
햇빛나눔 남양주2호발전소,경기도 남양주시 진접읍 진벌로199번길 44,경기도 남양주시 진접읍 진벌리 226,,,,정상가동,91.2,380,60,2022,,2021-02-25,남양주시,,2023-06-02
햇빛나눔 오산1호발전소,경기도 오산시 가장산업서로 11-33 (가장동),,37.1619555649,127.0328497165,옥상,정상가동,51,380,60,2020,발전사업용,2020-07-23,오산시,266,2023-05-25
햇빛나눔화성1호발전소,,,,,,정상가동,99,380,60,2020,발전사업용,2020-03-11,화성시,,2023-06-12
햇빛나눔화성2호발전소,,,,,,정상가동,61.88,380,60,2020,발전사업용,2020-09-21,화성시,,2023-06-12
햇빛나눔화성3호발전소,,,,,,정상가동,61.88,380,60,2020,발전사업용,2020-10-28,화성시,,2023-06-12
햇빛농장 3호 태양광발전소,,경기도 이천시 모가면 진가리 321-3,,,,정상가동,99.36,380,60,2019,발전사업용,2018-09-04,이천시,,2023-06-05
햇빛농장 4호 태양광발전소,,경기도 이천시 모가면 진가리 321-3,,,,정상가동,99.36,380,60,2019,발전사업용,2018-09-04,이천시,,2023-06-05
햇빛농장2호 태양광발전소,,경기도 이천시 모가면 진가리 321,,,,정상가동,99,380,60,2019,발전사업용,2017-10-31,이천시,,2023-06-05
햇빛농장태양광발전소,,경기도 이천시 모가면 진가리 321,,,,정상가동,99,380,60,2018,발전사업용,2017-10-31,이천시,,2023-06-05
햇빛에너지,,,,,,정상가동,29.6,380,60,2019,발전사업용,2019-10-15,화성시,,2023-06-12
햇빛전자 태양광발전소,,경기도 이천시 신둔면 장동리 624-1,,,,정상가동,30,380,60,2012,발전사업용,2012-04-23,이천시,,2023-06-05
햇빛태양광발전소,,,,,,정상가동,99,380,60,2018,발전사업용,2018-07-09,화성시,,2023-06-12
햇살가득1호태양광발전소,,경기도 이천시 장호원읍 선읍리 산1,,,,정상가동,90.72,380,60,2019,발전사업용,2017-09-27,이천시,,2023-06-05
햇살가득2호 태양광발전소,,경기도 이천시 장호원읍 선읍리 산142-1,,,,정상가동,90.72,380,60,2019,발전사업용,2017-09-27,이천시,,2023-06-05
햇살코리아1호 태양광발전소,,"경기도 안성시 미양면 정동리 524-15 다,라동",,,,가동중단,99.36,380,60,2022,,2022-05-18,안성시,,2023-07-06
햇살코리아1호 태양광발전소(자진취소),,"경기도 안성시 미양면 정동리 524-15 다,라동",,,,가동중단,99.36,380,60,2022,,2022-01-10,안성시,,2023-07-06
햇살코리아2호 태양광발전소,,"경기도 안성시 미양면 정동리 524-15 가,나,라동",,,,가동중단,99.36,380,60,2022,,2022-05-18,안성시,,2023-07-06
햇살코리아2호 태양광발전소(자진취소),,"경기도 안성시 미양면 정동리 524-15 가,나,라동",,,,가동중단,99.36,380,60,2022,,2022-01-10,안성시,,2023-07-06
햇살코리아3호 태양광발전소,,경기도 안성시 미양면 정동리 524-15 가동,,,,가동중단,48.3,380,60,2022,,2022-05-18,안성시,,2023-07-06
햇살코리아3호 태양광발전소(자진취소),,경기도 안성시 미양면 정동리 524-15 가동,,,,가동중단,48.3,380,60,2022,,2022-01-10,안성시,,2023-07-06
행복 태양광발전소,,경기도 안성시 고삼면 쌍지리 324 (건물 위),,,,가동중단,33.32,380,60,2023,,2023-05-08,안성시,,2023-07-06
행복 태양광발전소,,경기도 안성시 보개면 남풍리 1252-5,,,,정상가동,28.8,380,60,2021,사업용,2021-02-23,안성시,,2023-07-06
행복 태양광발전소,,경기도 이천시 율면 산양리 294-2,,,,정상가동,98.28,380,60,2021,발전사업용,2020-12-15,이천시,,2023-06-05
행복 태양광발전소,,경기도 이천시 대월면 송라리 205-7,,,,정상가동,99.18,380,60,2022,발전사업용,2020-10-16,이천시,,2023-06-05
행복 태양광발전소,,경기도 이천시 설성면 수산리 668,,,,정상가동,80.85,380,60,2020,발전사업용,2020-01-13,이천시,,2023-06-05
행복 태양광발전소,,,,,,정상가동,50,380,60,2014,발전사업용,2014-07-08,화성시,,2023-06-12
행복가득태양광발전소,,,,,,정상가동,97.58,380,60,2021,발전사업용,2021-02-22,화성시,,2023-06-12
행복발전소,,경기도 이천시 장호원읍 선읍리 154,,,,정상가동,99.36,380,60,2018,발전사업용,2018-04-23,이천시,,2023-06-05
행복발전소,,경기도 이천시 율면 본죽리 34,,,,가동중단,77.22,380,60,2021,발전사업용,2018-01-09,이천시,,2023-06-05
행복발전소,,,,,,정상가동,18.45,380,60,2020,발전사업용,2020-09-09,화성시,,2023-06-12
행복사랑 태양광발전소,경기도 가평군 설악면 전위골길 12,경기도 가평군 설악면 방일리 380,37.6174435483,127.4900625173,,정상가동,19.8,380,60,2022,발전사업용,2021-10-12,가평군,94,2023-04-04
행복에너지 태양광발전소,,경기도 이천시 설성면 암산리 500-1,,,,가동중단,993.6,22900,60,2021,발전사업용,2018-11-09,이천시,,2023-06-05
행복태양광발전소,,,,,,정상가동,98.77,380,60,2020,발전사업용,2020-02-28,화성시,,2023-06-12
행복플러스 태양광발전소,,경기도 이천시 설성면 행죽리 693,,,,정상가동,99.28,380,60,2019,발전사업용,2018-07-26,이천시,,2023-06-05
행복한2태양광발전소,,,,,,정상가동,96,380,60,2019,발전사업용,2019-01-29,화성시,,2023-06-12
행복한3태양광발전소,,,,,,정상가동,96.56,380,60,2019,발전사업용,2019-06-17,화성시,,2023-06-12
행복한4태양광발전소,,,,,,정상가동,65.52,380,60,2020,발전사업용,2020-02-27,화성시,,2023-06-12
행복한5태양광발전소,,,,,,정상가동,54.6,380,60,2020,발전사업용,2020-02-27,화성시,,2023-06-12
행복한6태양광발전소,,,,,,정상가동,78,380,60,2020,발전사업용,2020-10-28,화성시,,2023-06-12
행복한태양광발전소,,,,,,정상가동,6.43,380,60,2018,발전사업용,2018-08-14,화성시,,2023-06-12
행운 태양광발전소,경기도 가평군 조종면 연인산로 208번길 67-21,경기도 가평군 조종면 신하리 281-5,37.8299362336,127.3644768619,,정상가동,93.96,380,60,2022,발전사업용,2022-08-19,가평군,443.84,2023-04-04
행운목장 태양광발전소,,경기도 가평군 상면 행현리 254-1,37.7715550576,127.3621649311,,정상가동,99.91,380,60,2022,발전사업용,2022-06-13,가평군,824.3,2023-04-04
행운태양광발전소,경기도 남양주시 퇴계원읍 퇴계원로 97,경기도 남양주시 퇴계원읍 퇴계원리 90-2,,,,정상가동,19.98,380,60,2021,,2019-09-09,남양주시,,2023-06-02
행운태양광발전소,,,,,,정상가동,18.72,380,60,2020,발전사업용,2020-05-08,화성시,,2023-06-12
행죽1호태양광발전소,,경기도 이천시 설성면 행죽리 140-4,,,,정상가동,195.84,380,60,2018,발전사업용,2017-09-21,이천시,,2023-06-05
행죽2호태양광발전소,,경기도 이천시 설성면 행죽리 140-4,,,,정상가동,195.84,380,60,2018,발전사업용,2017-09-21,이천시,,2023-06-05
행죽3호태양광발전소,,경기도 이천시 설성면 행죽리 140-4,,,,정상가동,195.84,380,60,2018,발전사업용,2017-09-21,이천시,,2023-06-05
행죽4호태양광발전소,,경기도 이천시 설성면 행죽리 140-5,,,,정상가동,195.84,380,60,2018,발전사업용,2017-09-21,이천시,,2023-06-05
행죽5호태양광발전소,,경기도 이천시 설성면 행죽리 140-5,,,,정상가동,195.84,380,60,2018,발전사업용,2017-09-21,이천시,,2023-06-05
행죽리 태양광발전소,,경기도 이천시 설성면 행죽리 701,,,,정상가동,99.28,380,60,2019,발전사업용,2018-07-26,이천시,,2023-06-05
행죽리1태양광발전소,,경기도 이천시 설성면 행죽리 178,,,,정상가동,80.64,380,60,2019,발전사업용,2018-12-13,이천시,,2023-06-05
행죽리2태양광발전소,,경기도 이천시 설성면 행죽리 178,,,,정상가동,97.2,380,60,2020,발전사업용,2018-12-13,이천시,,2023-06-05
행죽해모아 태양광발전소,,경기도 이천시 설성면 행죽리 700,,,,정상가동,99.28,380,60,2019,발전사업용,2018-07-26,이천시,,2023-06-05
향남태양광발전소,,,,,,정상가동,93.5,380,60,2010,발전사업용,2010-04-16,화성시,,2023-06-12
향남태양광발전소,,,,,,정상가동,99.96,380,60,2015,발전사업용,2015-05-28,화성시,,2023-06-12
향모발전소,경기도 이천시 대월면 다솔로211번길 7,,,,,정상가동,36.8,380,60,2022,발전사업용,2022-03-22,이천시,,2023-06-05
향원태양광발전소,,,,,,정상가동,96.48,380,60,2017,발전사업용,2017-07-17,화성시,,2023-06-12
향임 태양광발전소,경기도 이천시 부발읍 황무로1833번길 61,,,,,정상가동,57.12,380,60,2023,발전사업용,2022-08-16,이천시,,2023-06-05
향입 태양광발전소,경기도 남양주시 수동면 남가로 1795-66,경기도 남양주시 수동면 입석리 4,,,,정상가동,277.86,380,60,2025,,2023-05-15,남양주시,,2023-06-02
헤네시태양광발전소,,,,,,정상가동,272.44,380,60,2022,발전사업용,2022-12-19,화성시,,2023-06-12
혁1호 태양광발전소,,경기도 안성시 보개면 상삼리 870-2 가동,,,,정상가동,99.36,380,60,2021,사업용,2021-11-10,안성시,,2023-07-06
혁2호 태양광발전소,,경기도 안성시 보개면 상삼리 870-2 가동,,,,정상가동,99.36,380,60,2021,사업용,2021-11-10,안성시,,2023-07-06
혁진2호태양광발전소,,,,,,정상가동,25.9,380,60,2019,발전사업용,2019-07-12,화성시,,2023-06-12
혁진태양광발전소,,,,,,정상가동,0.8,380,60,2018,발전사업용,2018-11-22,화성시,,2023-06-12
현*태양광발전소,,,,,,정상가동,97.2,380,60,2021,발전사업용,2021-01-11,화성시,,2023-06-12
현1태양광발전소,,,,,,정상가동,99.36,380,60,2022,발전사업용,2022-06-14,화성시,479,2023-06-12
현2태양광발전소,,,,,,정상가동,71.52,380,60,2022,발전사업용,2022-06-14,화성시,345,2023-06-12
현경 태양광발전소,,"경기도 안성시 사곡동 산 77-1, 산 77-4",,,,가동중단,2018,22900,60,1910,발전사업용,,경기도,,2022-12-31
현경 태양광발전소,,경기도 안성시 일죽면 산북리 142-4,,,,정상가동,99.18,380,60,2018,사업용,2018-02-02,안성시,,2023-07-06
현구 태양광발전소,,"경기도 안성시 양성면 덕봉리 684-5, 나동(건물 위)",,,,가동중단,99.76,380,60,2023,,2023-05-31,안성시,,2023-07-06
현기쏠라8호태양광발전소,경기도 이천시 장호원읍 이풍로359번길 98-27,,,,,가동중단,99.28,380,60,2022,발전사업용,2018-03-12,이천시,,2023-06-05
현대솔라1호태양광발전소,,,,,,정상가동,138.6,380,60,2022,발전사업용,2022-06-15,화성시,952.12,2023-06-12
현대자동차 태양광발전소,경기도 이천시 증신로 168,,,,,가동중단,19.11,220,60,2023,발전사업용,2021-11-22,이천시,,2023-06-05
현대탑 태양광발전소,,경기도 이천시 설성면 상봉리 611-10,,,,정상가동,99.7,380,60,2020,발전사업용,2020-06-18,이천시,,2023-06-05
현대태양광발전소,,경기도 이천시 백사면 도립리 29-9,,,,정상가동,34.56,380,60,2019,발전사업용,2018-06-21,이천시,,2023-06-05
현덕태양광발전소,경기도 이천시 대장로59번길 160 (단월동),,,,,폐기,96.48,380,60,2020,발전사업용,2017-09-14,이천시,,2023-06-05
현만2태양광발전소,,,,,,정상가동,34.68,380,60,2018,발전사업용,2018-10-24,화성시,,2023-06-12
현만태양광발전소,,,,,,정상가동,32.85,380,60,2018,발전사업용,2018-10-24,화성시,,2023-06-12
현모태양광발전소,경기도 오산시 오산대역로132번길 14 (수청동),,37.1689093466,127.0573508346,옥상,정상가동,25,380,60,2018,발전사업용,2018-06-15,오산시,140,2023-05-25
현민1태양광발전소,,,,,,정상가동,89.9,380,60,2022,발전사업용,2022-12-14,화성시,485,2023-06-12
현민2태양광발전소,,,,,,정상가동,98.6,380,60,2022,발전사업용,2022-12-14,화성시,485,2023-06-12
현봉 태양광발전소,,,,,,정상가동,8.9,380,60,2014,발전사업용,2014-06-18,화성시,,2023-06-12
현산 태양광발전소,경기도 양평군 강하면 동오리 768-35,경기도 양평군 강하면 동오리 738-35,,,기타,정상가동,98.1,380,60,2021,,2021-01-05,양평군,,2023-06-20
현석가스발전소,,,,,,정상가동,13.18,380,60,2020,발전사업용,2020-12-10,화성시,,2023-06-12
현성산업태양광발전소,,,,,,정상가동,97.2,380,60,2019,발전사업용,2019-02-25,화성시,,2023-06-12
