태양광발전시설명,소재지도로명주소,소재지지번주소,정제WGS84위도,정제WGS84경도,설치상세위치구분명,가동상태구분명,설비용량(KW),공급전압(V),주파수(Hz),설치연도,세부용도,허가일자,허가기관,설치면적(㎥),데이터기준일자
플러스에너지 태양광발전소,,경기도 안성시 양성면 노곡리 727-1,,,,가동중단,28.71,380,60,2020,,2020-10-19,안성시,,2023-07-06
플러스켐태양광발전소,,,,,,정상가동,97.7,380,60,2022,발전사업용,2022-12-13,화성시,447.73,2023-06-12
피마펜 태양광발전소,경기도 이천시 중부대로 1217-7,,,,,정상가동,46.4,380,60,2023,발전사업용,2022-10-04,이천시,,2023-06-05
피에스케이㈜ 태양광발전소 호,,,,,,정상가동,9.8,380,60,2013,발전사업용,2013-03-13,화성시,,2023-06-12
피에이씨발전소,,,,,,정상가동,73.75,380,60,2022,발전사업용,2022-11-21,화성시,337.44,2023-06-12
피에이지플렉스태양광발전소,,,,,,정상가동,409.46,380,60,2023,발전사업용,2023-04-28,화성시,4679.95,2023-06-12
피엠솔라14호,경기도 구리시 한다리길4번길54 (교문동),경기도 구리시 교문동 689,,,옥상,정상가동,148.8,380,60,2016,발전사업용,2016-12-22,구리시,,2023-10-12
피티테크태양광발전소,,,,,,정상가동,78,380,60,2018,발전사업용,2018-12-26,화성시,,2023-06-12
필1호태양광발전소,,경기도 이천시 장호원읍 풍계리 산58,,,,정상가동,99.28,380,60,2019,발전사업용,2018-03-12,이천시,,2023-06-05
하*태양광발전소,,,,,,정상가동,94.05,380,60,2020,발전사업용,2020-08-24,화성시,,2023-06-12
하경 태양광발전소,,경기도 안성시 금광면 한운리 275-1,,,,가동중단,98.55,380,60,2019,,2019-08-23,안성시,,2023-07-06
하나 태양광발전소,경기도 양평군 지평면 곡수길 74,경기도 양평군 지평면 곡수리 454-3,,,기타,정상가동,19.72,380,60,2022,,2022-06-03,양평군,,2023-06-20
하나그린 태양광발전소,경기도 양평군 강하면 동오리 768-36,경기도 양평군 강하면 동오리 768-36,,,기타,정상가동,98.1,380,60,2021,,2021-01-05,양평군,,2023-06-20
하나더 태양광발전소,,,,,,정상가동,498.96,380,60,2018,발전사업용,2018-02-08,화성시,,2023-06-12
하나로산업태양광발전소,,,,,,정상가동,99.6,380,60,2020,발전사업용,2020-07-29,화성시,,2023-06-12
하늘 태양광발전소,,경기도 이천시 율면 오성리 439-15,,,,폐기,99.45,380,60,2020,발전사업용,2018-12-21,이천시,,2023-06-05
하늘 태양광발전소,,경기도 이천시 설성면 상봉리 611-13,,,,정상가동,99.7,380,60,2020,발전사업용,2020-06-18,이천시,,2023-06-05
하늘 태양광발전소1,경기도 양평군 지평면 주령골길 67-10,경기도 양평군 지평면 옥현리 1151번지,,,기타,정상가동,48.3,380,60,2018,,2015-07-21,양평군,,2023-06-20
하늘누리태양광발전소,,,,,,정상가동,99.36,380,60,2017,발전사업용,2017-06-07,화성시,,2023-06-12
하늘태양광발전소,경기도 남양주시 진건읍 독정로솔숲길 38-17,경기도 남양주시 진건읍 용정리 11,,,,폐기,98.28,380,60,2020,,2017-06-13,남양주시,,2023-06-02
하늘태양광발전소,경기도 오산시 지곶중앙로 1-20 (지곶동),,37.1797480090,127.0325035996,옥상,정상가동,393,380,60,2020,발전사업용,2019-12-05,오산시,4918,2023-05-25
하늘태양광발전소,경기도 오산시 오산대역로132번길 76 (수청동),,37.1696386731,127.0571325653,옥상,폐기,18,220,60,2017,발전사업용,2016-12-23,오산시,,2023-05-25
하늘태양광발전소,,경기도 이천시 마장면 이평리 260-4,,,,가동중단,32,380,60,2014,발전사업용,2014-05-30,이천시,,2023-06-05
하늘태양광발전소,,,,,,정상가동,98.77,380,60,2020,발전사업용,2020-02-28,화성시,,2023-06-12
하랑 태양광발전소,경기도 이천시 모가면 사실로1026번길 13-26,,,,,가동중단,78.54,380,60,2024,발전사업용,2023-04-14,이천시,,2023-06-05
하민 태양광발전소,,경기도 이천시 설성면 상봉리 611-17,,,,정상가동,99.7,380,60,2020,발전사업용,2020-06-18,이천시,,2023-06-05
하민에너지태양광발전소,,,,,,정상가동,99.75,380,60,2022,발전사업용,2022-02-04,화성시,,2023-06-12
하얀풍차태양광발전소,,,,,,정상가동,19.83,380,60,2020,발전사업용,2020-02-28,화성시,,2023-06-12
하영태양광발전소,,,,,,정상가동,68.43,380,60,2023,발전사업용,2023-04-20,화성시,309.55,2023-06-12
하윤 태양광발전소,,경기도 이천시 설성면 행죽리 693,,,,정상가동,99.28,380,60,2019,발전사업용,2018-07-26,이천시,,2023-06-05
하율에너지,경기도 이천시 호법면 덕평로497번길 267,,,,,폐기,99.36,380,60,2021,발전사업용,2018-09-21,이천시,,2023-06-05
하은 태양광발전소,경기도 이천시 호법면 장자터로 63,,,,,가동중단,55,380,60,2024,발전사업용,2023-03-02,이천시,,2023-06-05
하은태양광발전소,,경기도 이천시 장호원읍 풍계리 산58,,,,정상가동,99.28,380,60,2019,발전사업용,2018-03-12,이천시,,2023-06-05
하이원태양광발전소(군포),경기도 군포시 번영로 82 (부곡동),,,,옥외,정상가동,983.84,22900,60,2011,발전사업용,2009-10-30,군포시,19335,2022-11-03
하임태양광발전소,,,,,,정상가동,9.7,380,60,2019,발전사업용,2019-01-08,화성시,,2023-06-12
하저1호태양광발전소,,,,,,정상가동,88.66,380,60,2023,발전사업용,2023-03-07,화성시,411.58,2023-06-12
하저2호태양광발전소,,,,,,정상가동,64.26,380,60,2023,발전사업용,2023-03-07,화성시,298.32,2023-06-12
하저솔라 발전소,,,,,,정상가동,494.76,380,60,2016,발전사업용,2016-12-29,화성시,,2023-06-12
하포스 태양광발전소,경기도 이천시 모가면 진상미로 1234-15,,,,,정상가동,495.04,380,60,2021,발전사업용,2021-08-04,이천시,,2023-06-05
학길발전소,경기도 이천시 신둔면 황무로336번길 219,,,,,가동중단,60.2,380,60,2023,발전사업용,2022-01-24,이천시,,2023-06-05
학림태양광발전소,경기도 남양주시 진접읍 팔야로 109-109,경기도 남양주시 진접읍 팔야리 450-8,,,,폐기,56.21,380,60,2021,,2019-07-22,남양주시,,2023-06-02
학진에너지,,경기도 이천시 호법면 매곡리 323-2,,,,폐기,993.6,22900,60,2021,발전사업용,2018-09-20,이천시,,2023-06-05
한*1호태양광발전소,,,,,,정상가동,99.36,380,60,2021,발전사업용,2021-08-17,화성시,,2023-06-12
한*2호태양광발전소,,,,,,정상가동,38.64,380,60,2021,발전사업용,2021-08-17,화성시,,2023-06-12
한강1호태양광발전소,,,,,,정상가동,99.6,380,60,2020,발전사업용,2020-06-25,화성시,,2023-06-12
한강2호태양광발전소,,,,,,정상가동,97.11,380,60,2020,발전사업용,2020-06-25,화성시,,2023-06-12
한강에너지태양광발전소,,,,,,정상가동,79.2,380,60,2019,발전사업용,2019-11-07,화성시,,2023-06-12
한결공장태양광발전소,,,,,,정상가동,96,380,60,2019,발전사업용,2019-05-01,화성시,,2023-06-12
한결공장태양광발전소1호,,,,,,정상가동,99.36,380,60,2022,발전사업용,2022-08-16,화성시,472,2023-06-12
한결공장태양광발전소2호,,,,,,정상가동,84.96,380,60,2022,발전사업용,2022-08-16,화성시,404,2023-06-12
한결공장태양광발전소3호,,,,,,정상가동,99.84,380,60,2022,발전사업용,2022-08-16,화성시,475,2023-06-12
한결태양광발전소,,경기도 이천시 설성면 수산리 261-6,,,,정상가동,150.08,380,60,2018,발전사업용,2017-09-27,이천시,,2023-06-05
한광1호 태양광발전소,,경기도 안성시 일죽면 신흥리 784,,,,정상가동,50.4,380,60,2018,사업용,2018-09-10,안성시,,2023-07-06
한국그린지붕30호맘쿠킹,경기도 남양주시 진접읍 경복대로바람골길 42-117,,,,,정상가동,249.4,380,60,2024,,2022-11-10,남양주시,,2023-06-02
한국남부발전 이천 디 태양광발전소,경기도 이천시 백사면 이여로 431-23,,,,,정상가동,999.68,22900,60,2021,발전사업용,2018-07-03,이천시,,2023-06-05
한국남부발전 이천 씨 태양광발전소,,경기도 이천시 백사면 도립리 193,,,,정상가동,1671,22900,60,2021,발전사업용,,경기도,,2022-12-31
한국남부발전 이천 에이 태양광발전소,,경기도 이천시 모가면 송곡리 산42-1,,,,가동중단,997.6,22900,60,2024,발전사업용,2018-07-03,이천시,,2023-06-05
한국지붕태양광2유한회사(영인이엔지),,,,,,정상가동,246.16,380,60,2021,발전사업용,2021-06-23,화성시,,2023-06-12
한국탄산호 태양광발전소,,,,,,정상가동,252,380,60,2018,발전사업용,2018-02-21,화성시,,2023-06-12
한그린태양광발전소,,"경기도 포천시 창수면 주원리 산145-1, 367-4",,,,정상가동,2020,22900,60,2019,발전사업용,,경기도,,2022-12-31
한내태양광발전소,,,,,,정상가동,29.76,380,60,2021,발전사업용,2021-12-16,화성시,,2023-06-12
한누리태양광발전소,,경기도 이천시 율면 본죽리 491-24,,,,가동중단,99.3,380,60,2021,발전사업용,2018-04-30,이천시,,2023-06-05
한다리 제1발전소,,경기도 안성시 일죽면 방초리 1005-14 나동,,,,정상가동,94.5,380,60,2021,사업용,2021-11-08,안성시,,2023-07-06
한다리 제2발전소,,경기도 안성시 일죽면 방초리 1005-14 나동,,,,정상가동,94.5,380,60,2021,사업용,2021-11-08,안성시,,2023-07-06
한다리 제3발전소,,경기도 안성시 일죽면 방초리 1005-14 나동,,,,정상가동,94.5,380,60,2021,사업용,2021-11-08,안성시,,2023-07-06
한독기술태양광발전소,경기도 군포시 군포첨단산업1로 4 (부곡동),,,,옥외,정상가동,259.74,380,60,2019,발전사업용,2019-04-15,군포시,3010,2022-11-03
한들 태양광발전소,경기도 이천시 율면 북두리 335,,,,,정상가동,96.6,380,60,2013,발전사업용,2013-06-04,이천시,,2023-06-05
한림1호태양광발전소,,,,,,정상가동,183.26,380,60,2022,발전사업용,2022-12-20,화성시,743.36,2023-06-12
한마음 천안 태양광발전소,,경기도 가평군 설악면 천안리 산65-24,,,,정상가동,1102,22900,60,2021,발전사업용,,경기도,,2022-12-31
한마음1호기 태양광발전소,경기도 안성시 양성면 한내로 125-15 (건물 위),,,,,정상가동,293.76,380,60,2018,사업용,2018-05-23,안성시,,2023-07-06
한마음2호기 태양광발전소,,경기도 안성시 양성면 구장리 158,,,,가동중단,99.84,380,60,2018,,2018-05-23,안성시,,2023-07-06
한마음계전발전소,,"경기도 양평군 개군면 계전리 607, 606, 695-4, 667-1, 696-1, 697, 698, 604",,,,정상가동,1721,22900,60,2022,발전사업용,,경기도,,2022-12-31
한문희태양광발전소,경기도 이천시 진상미로 2352,,,,,가동중단,33,380,60,2015,발전사업용,2014-05-30,이천시,,2023-06-05
한별 태양광발전소,경기도 이천시 부발읍 황무로 1859-157,,,,,정상가동,67.5,380,60,2022,발전사업용,2021-10-07,이천시,,2023-06-05
한불에너지관리㈜,경기도 구리시 교문동 256-12(한양대병원),경기도 구리시 동구릉로6번길 21 (교문동),,,옥상,정상가동,400,480,60,2022,발전사업용,2019-06-14,구리시,,2023-10-12
한빛 태양광발전소,,"경기도 안성시 죽산면 용설리 산 260-3, 산260-4",,,,정상가동,198.32,380,60,2018,사업용,2018-04-05,안성시,,2023-07-06
한빛 태양광발전소,,"경기도 안성시 현수동 56, 56-1",,,,정상가동,99.36,380,60,2018,사업용,2018-05-17,안성시,,2023-07-06
한빛 하이브리드 태양광발전소,,경기도 이천시 장호원읍 와현리 246,,,,가동중단,244.3,380,60,2021,발전사업용,2018-05-01,이천시,,2023-06-05
한빛2호 태양광발전소,,"경기도 안성시 일죽면 고은리 71-1, 산23-10",,,,가동중단,499.32,380,60,2018,,2018-09-18,안성시,,2023-07-06
한빛3호 태양광발전소,,"경기도 안성시 일죽면 고은리 73-2, 73-4, 73-6, 산23-1, 산23-9",,,,가동중단,499.32,380,60,2018,,2018-09-18,안성시,,2023-07-06
한빛4호 태양광발전소,,"경기도 안성시 일죽면 고은리 56-7, 산23-13",,,,가동중단,499.32,380,60,2018,,2018-09-20,안성시,,2023-07-06
한빛5호 태양광발전소,,"경기도 안성시 현수동 56,56-1",,,,정상가동,98.55,380,60,2018,사업용,2018-11-15,안성시,,2023-07-06
한빛6호 태양광발전소,,"경기도 안성시 현수동 56,56-1",,,,정상가동,98.55,380,60,2018,사업용,2018-11-15,안성시,,2023-07-06
한빛마루 태양광발전소,,경기도 안성시 서운면 산평리 127-1(토지 위),,,,정상가동,99.28,380,60,2018,사업용,2018-06-19,안성시,,2023-07-06
한빛태양광발전소 1호,,경기도 이천시 장호원읍 어석리 29,,,,가동중단,99.84,380,60,2021,발전사업용,2019-07-19,이천시,,2023-06-05
한빛태양광발전소 2호,,경기도 이천시 장호원읍 어석리 29,,,,가동중단,99.84,380,60,2021,발전사업용,2019-07-19,이천시,,2023-06-05
한빛태양광발전소 3호,,경기도 이천시 장호원읍 어석리 29,,,,가동중단,99.84,380,60,2021,발전사업용,2019-07-19,이천시,,2023-06-05
한빛태양광발전소 4호,,경기도 이천시 장호원읍 어석리 29,,,,가동중단,99.84,380,60,2021,발전사업용,2019-07-19,이천시,,2023-06-05
한사랑가온누리 태양광발전소,,경기도 이천시 장호원읍 송산리 673-5,,,,가동중단,199.29,380,60,2020,발전사업용,2019-06-13,이천시,,2023-06-05
한사랑온새미로 태양광발전소,,경기도 이천시 장호원읍 송산리 673-7,,,,가동중단,199.29,380,60,2020,발전사업용,2019-06-13,이천시,,2023-06-05
한산산내 태양광발전소,,경기도 남양주시 화도읍 월산리 414,,,,정상가동,496.32,380,60,2021,,2017-10-31,남양주시,,2023-06-02
한석산업주식회사태양광발전소,,,,,,정상가동,340.8,380,60,2021,발전사업용,2021-09-28,화성시,,2023-06-12
한선자태양광발전소,경기도 이천시 설성면 대죽로 110,,,,,가동중단,98.55,380,60,2020,발전사업용,2019-01-21,이천시,,2023-06-05
한성 태양광발전소,,,,,,정상가동,189.66,380,60,2022,발전사업용,2022-08-25,화성시,1500.3,2023-06-12
한성1 태양광발전소,"경기도 오산시 독산성로 343-5, A동 (세교동)",,37.1840249704,127.0335925824,옥상,정상가동,29,380,60,2021,발전사업용,2021-06-29,오산시,144,2023-05-25
한성2 태양광발전소,"경기도 오산시 독산성로 343-5, B동 (세교동)",,37.1840249704,127.0335925824,옥상,정상가동,29,380,60,2021,발전사업용,2021-06-29,오산시,144,2023-05-25
한성계기1태양광발전소,,,,,,정상가동,97.2,380,60,2019,발전사업용,2019-08-21,화성시,,2023-06-12
한성계기2태양광발전소,,,,,,정상가동,97.2,380,60,2019,발전사업용,2019-08-22,화성시,,2023-06-12
한성엔지니어링태양광발전소,,,,,,정상가동,99.84,380,60,2019,발전사업용,2019-02-22,화성시,,2023-06-12
한성전자태양광발전소,,,,,,정상가동,216.96,380,60,2022,발전사업용,2022-03-10,화성시,,2023-06-12
한성티앤아이 태양광발전소,,경기도 안성시 원곡면 지문리 481-11,,,,정상가동,35.96,380,60,2022,사업용,2022-08-18,안성시,,2023-07-06
한솔태양광발전소,,,,,,정상가동,9.98,380,60,2019,발전사업용,2019-08-28,화성시,,2023-06-12
한스에너지 서이천 태양광발전소,경기도 이천시 신둔면 증신로 451,,,,,가동중단,458.2,380,60,2024,발전사업용,2022-10-04,이천시,,2023-06-05
한스에너지 율면 태양광발전소,경기도 이천시 율면 금율로672번길 143,,,,,가동중단,473.86,380,60,2024,발전사업용,2022-10-04,이천시,,2023-06-05
한양솔라1호 태양광발전소,경기도 이천시 장호원읍 어석로 260,,,,,정상가동,999,22900,60,2018,발전사업용,2017-07-17,이천시,,2023-06-05
한양솔라2호 태양광발전소,경기도 이천시 설성면 진상미로264번길 251-61,,,,,정상가동,972.36,22900,60,2018,발전사업용,2017-08-08,이천시,,2023-06-05
한양솔라4호 태양광발전소,,경기도 이천시 장호원읍 어석리 77-3,,,,정상가동,994.95,22900,60,2022,발전사업용,2018-05-04,이천시,,2023-06-05
한양솔라5호 태양광발전소,경기도 이천시 장호원읍 어석로 260,,,,,정상가동,995,22900,60,2022,발전사업용,2018-05-04,이천시,,2023-06-05
한양솔라6호 태양광발전소,경기도 이천시 장호원읍 어석로 260,,,,,정상가동,995,22900,60,2022,발전사업용,2018-05-04,이천시,,2023-06-05
한양솔라7호 태양광발전소,,경기도 이천시 장호원읍 어석리 77-4,,,,정상가동,99.19,380,60,2023,발전사업용,2023-01-31,이천시,,2023-06-05
한양솔라8호 태양광발전소,,경기도 이천시 장호원읍 어석리 77-10,,,,정상가동,99.19,380,60,2023,발전사업용,2023-01-31,이천시,,2023-06-05
한양솔라9호 태양광발전소,,경기도 이천시 장호원읍 어석리 77-10,,,,가동중단,99.19,380,60,2024,발전사업용,2023-01-31,이천시,,2023-06-05
한얼태양광발전소,,,,,,정상가동,99.45,380,60,2019,발전사업용,2019-08-20,화성시,,2023-06-12
한온시스템 평택태양광발전소,,경기도 평택시 포승읍 만호리 338-2(건물 위),,,,정상가동,1153,22900,60,2019,발전사업용,,경기도,,2022-12-31
한올1호태양광발전소,,,,,,정상가동,24.61,380,60,2022,발전사업용,2022-05-17,화성시,,2023-06-12
한올2호태양광발전소,,,,,,정상가동,24.61,380,60,2022,발전사업용,2022-05-17,화성시,,2023-06-12
한올3호태양광발전소,,,,,,정상가동,24.61,380,60,2022,발전사업용,2022-05-17,화성시,,2023-06-12
한우애 태양광발전소,경기도 가평군 가평읍 달전천벚꽃길 173-52,경기도 가평군 가평읍 하색리 200,37.8071928306,127.4991025764,,정상가동,99.84,380,60,2022,발전사업용,2022-04-20,가평군,481,2023-04-04
한우애2호 태양광발전소,경기도 가평군 가평읍 달전천벚꽃길 173-53,경기도 가평군 가평읍 하색리 200,37.8073460576,127.4995797035,,정상가동,99.84,380,60,2022,발전사업용,2022-04-20,가평군,481,2023-04-04
한우애3호 태양광발전소,경기도 가평군 가평읍 달전천벚꽃길 173-54,경기도 가평군 가평읍 하색리 200,37.8073460576,127.4995797035,,정상가동,99.84,380,60,2022,발전사업용,2022-04-20,가평군,481,2023-04-04
한울 태양광발전소,,경기도 안성시 삼죽면 미장리 176-1,,,,정상가동,98.28,380,60,2021,사업용,2021-07-06,안성시,,2023-07-06
한울 태양광발전소,,경기도 안성시 보개면 기좌리 105-6,,,,정상가동,86.4,380,60,2018,사업용,2018-10-23,안성시,,2023-07-06
한울1 태양광발전소,,경기도 안성시 삼죽면 미장리 176,,,,정상가동,99,380,60,2017,사업용,2017-07-25,안성시,,2023-07-06
한울1호 태양광발전소,,경기도 안성시 미양면 마산리 644-1,,,,정상가동,99.45,380,60,2020,사업용,2020-07-09,안성시,,2023-07-06
한울2호 태양광발전소,,경기도 안성시 미양면 마산리 644-1,,,,정상가동,99.45,380,60,2020,사업용,2020-07-09,안성시,,2023-07-06
한유 태양광발전소,경기도 이천시 호법면 프리미엄아울렛로 186-25,,,,,정상가동,61.04,380,60,2022,발전사업용,2022-06-10,이천시,,2023-06-05
한은태양광발전소,,,,,,정상가동,93.24,380,60,2019,발전사업용,2019-08-28,화성시,,2023-06-12
한일2 태양광발전소,,,,,,정상가동,300,380,60,2016,발전사업용,2016-12-26,화성시,,2023-06-12
한일태양광발전소,,,,,,정상가동,79.52,380,60,2017,발전사업용,2017-05-24,화성시,,2023-06-12
한절태양광발전소,,,,,,정상가동,99,380,60,2017,발전사업용,2017-09-13,화성시,,2023-06-12
한주 태양광발전소,경기도 남양주시 화도읍 경춘로2437번길 12,경기도 남양주시 화도읍 답내리 27-16,,,,정상가동,99.45,380,60,2023,,2021-10-08,남양주시,,2023-06-02
한주ENG1호태양광발전소,,,,,,정상가동,99.12,380,60,2022,발전사업용,2022-12-23,화성시,457,2023-06-12
한주ENG2호태양광발전소,,,,,,정상가동,72.57,380,60,2022,발전사업용,2022-12-23,화성시,334.58,2023-06-12
한주ENG3호태양광발전소,,,,,,정상가동,59.59,380,60,2022,발전사업용,2022-12-23,화성시,274.74,2023-06-12
한진태양광발전소,,,,,,정상가동,8,380,60,2018,발전사업용,2018-11-26,화성시,,2023-06-12
한창1호 태양광발전소,,경기도 이천시 호법면 동산리 78-4,,,,가동중단,99.84,380,60,2023,발전사업용,2022-04-14,이천시,,2023-06-05
한창2호 태양광발전소,,경기도 이천시 호법면 동산리 78-4,,,,가동중단,99.84,380,60,2023,발전사업용,2022-04-14,이천시,,2023-06-05
한창3호 태양광발전소,,경기도 이천시 호법면 동산리 78-4,,,,가동중단,99.84,380,60,2023,발전사업용,2022-04-14,이천시,,2023-06-05
한터 태양광발전소,경기도 이천시 대월면 대장로319번길 105,,,,,가동중단,29.75,380,60,2024,발전사업용,2023-02-22,이천시,,2023-06-05
한텍제지태양광발전소,,,,,,정상가동,29.7,380,60,2021,발전사업용,2021-08-09,화성시,,2023-06-12
한화생명 이천 태양광발전소,경기도 이천시 호법면 중부대로 743,,,,,정상가동,612.5,22900,60,2014,발전사업용,2012-10-12,이천시,,2023-06-05
할렐루야1호 태양광발전소,,경기도 안성시 공도읍 중복리 714-6,,,,정상가동,98.28,380,60,2021,사업용,2021-10-01,안성시,,2023-07-06
할렐루야2호 태양광발전소,,경기도 안성시 공도읍 중복리 714-1,,,,정상가동,98.28,380,60,2021,사업용,2021-10-01,안성시,,2023-07-06
함OO 태양광발전소,경기도 남양주시 경춘로476번길 54 (다산동),경기도 남양주시 다산동 3100-86,,,,정상가동,15.12,380,60,2022,,2020-12-15,남양주시,,2023-06-02
항공아이엠주식회사태양광발전소,,,,,,정상가동,52.5,380,60,2018,발전사업용,2018-08-16,화성시,,2023-06-12
항금리 태양광발전소,"경기도 양평군 강하면 항금길 49, 항금리마을회관",경기도 양평군 강하면 항금리 450-1 항금리마을회관,,,기타,정상가동,10.56,380,60,2021,,2021-05-12,양평군,,2023-06-20
해강 태양광발전소,,,,,,정상가동,99,380,60,2008,발전사업용,2008-07-25,화성시,,2023-06-12
해그리다태양광발전소,,경기도 이천시 장호원읍 선읍리 483-4,,,,정상가동,97.2,380,60,2016,발전사업용,2016-02-19,이천시,,2023-06-05
해누리화성6호태양광발전소,,,,,,정상가동,95.55,380,60,2021,발전사업용,2021-09-14,화성시,,2023-06-12
해담은1호 태양광발전소,,"경기도 안성시 일죽면 월정리 1139 가,나동",,,,가동중단,99.36,380,60,2021,,2021-10-06,안성시,,2023-07-06
해담은2호 태양광발전소,,"경기도 안성시 일죽면 월정리 1139 라,마동",,,,가동중단,99.36,380,60,2021,,2021-10-06,안성시,,2023-07-06
해담태양광발전소,,,,,,정상가동,96.32,380,60,2021,발전사업용,2021-03-17,화성시,,2023-06-12
해동 태양광발전소,,경기도 이천시 장호원읍 오남리 541-9,,,,정상가동,29.5,380,60,2013,발전사업용,2013-07-12,이천시,,2023-06-05
해동 태양광발전소 3,,경기도 이천시 설성면 제요리 산54-6,,,,정상가동,30.66,380,60,2019,발전사업용,2018-09-20,이천시,,2023-06-05
해동 태양광발전소2,,경기도 이천시 설성면 제요리 40-13,,,,정상가동,998.64,22900,60,2019,발전사업용,2018-07-20,이천시,,2023-06-05
해두리 태양광발전소,경기도 양평군 양평읍 도토리길 6-3,경기도 양평군 양평읍 양근리 192번지 2호,,,기타,정상가동,18.68,380,60,2019,,2019-08-13,양평군,,2023-06-20
해든가 태양광발전소,,경기도 이천시 설성면 수산리 667,,,,정상가동,158.4,380,60,2021,발전사업용,2020-01-31,이천시,,2023-06-05
해든나 태양광발전소,경기도 이천시 설성면 진상미로862번길 50-31,,,,,정상가동,99.9,380,60,2021,발전사업용,2021-05-24,이천시,,2023-06-05
해든다 태양광발전소,경기도 이천시 설성면 진상미로862번길 50-31,,,,,정상가동,99.9,380,60,2021,발전사업용,2021-05-24,이천시,,2023-06-05
해든태양광발전소,,경기도 이천시 부발읍 수정리 산87-10,,,,정상가동,90.71,380,60,2018,발전사업용,2016-06-01,이천시,,2023-06-05
해뜰날1호태양광발전소,,경기도 이천시 장호원읍 선읍리 산142-1,,,,정상가동,90.72,380,60,2019,발전사업용,2017-09-27,이천시,,2023-06-05
해뜰날2호 태양광발전소,,경기도 이천시 장호원읍 선읍리 409-3,,,,정상가동,98.33,380,60,2019,발전사업용,2018-08-21,이천시,,2023-06-05
해뜰날3호태양광발전소,,경기도 이천시 장호원읍 선읍리 409-3,,,,정상가동,238.05,380,60,2019,발전사업용,2018-09-05,이천시,,2023-06-05
해롱1호 태양광,,"경기도 안성시 일죽면 죽림리 876,877",,,,정상가동,99.62,380,60,2020,사업용,2020-11-13,안성시,,2023-07-06
해마루1호태양광발전소,,,,,,정상가동,99.75,380,60,2021,발전사업용,2021-04-01,화성시,,2023-06-12
해마루1호태양광발전소,,,,,,정상가동,258,380,60,2020,발전사업용,2020-05-25,화성시,,2023-06-12
해마루2호태양광발전소,,,,,,정상가동,99.75,380,60,2021,발전사업용,2021-04-01,화성시,,2023-06-12
해마루3호태양광발전소,,,,,,정상가동,99.75,380,60,2021,발전사업용,2021-04-01,화성시,,2023-06-12
해마루화성4호발전소,,,,,,정상가동,99.65,380,60,2021,발전사업용,2021-07-12,화성시,,2023-06-12
해마루화성5호발전소,,,,,,정상가동,99.65,380,60,2021,발전사업용,2021-07-12,화성시,,2023-06-12
해만발전소1,,경기도 안성시 보개면 오두리 124,,,,가동중단,88.8,380,60,2022,,2022-11-25,안성시,,2023-07-06
해만발전소2,,경기도 안성시 보개면 오두리 124,,,,가동중단,64.8,380,60,2023,,2023-01-06,안성시,,2023-07-06
해문2태양광발전소,,,,,,정상가동,29.25,380,60,2021,발전사업용,2021-02-22,화성시,,2023-06-12
해문태양광발전소,,,,,,정상가동,97.92,380,60,2018,발전사업용,2018-06-05,화성시,,2023-06-12
해바라기2태양광발전소,,,,,,정상가동,99.36,380,60,2017,발전사업용,2017-09-21,화성시,,2023-06-12
해바라기2호태양광발전소,,,,,,정상가동,63.84,380,60,2020,발전사업용,2020-08-18,화성시,,2023-06-12
해바라기3 발전소,,"경기도 연천군 미산면 아미리 산179-1, 755",,,,가동중단,2994,22900,60,1910,발전사업용,,경기도,,2022-12-31
해바라기3태양광발전소,,,,,,정상가동,99.36,380,60,2017,발전사업용,2017-09-21,화성시,,2023-06-12
해바라기태양광발전소,,,,,,정상가동,99.36,380,60,2017,발전사업용,2017-09-21,화성시,,2023-06-12
해바라기태양광발전소,,,,,,정상가동,479.52,380,60,2020,발전사업용,2020-04-29,화성시,,2023-06-12
해발전소1호,경기도 의정부시 호국로 1069-5,경기도 의정부시 가능동 583-12,37.7427545771,127.0225496135,옥상,정상가동,12.45,380,60,2019,발전사업용,2019-07-17,의정부시,64.272,2023-04-19
해사랑태양광발전소,,,,,,정상가동,49.76,380,60,2018,발전사업용,2018-06-20,화성시,,2023-06-12
해사랑화성7호발전소,,,,,,정상가동,99.65,380,60,2021,발전사업용,2021-10-12,화성시,,2023-06-12
해성에너지태양광발전소,,경기도 이천시 설성면 대죽리 산194-1,,,,폐기,195.12,380,60,2021,발전사업용,2018-05-01,이천시,,2023-06-05
해송태양광발전소,경기도 구리시 도촌길 152 (갈매동),경기도 구리시 갈매동 393번지 11호,,,옥상,정상가동,18.72,380,60,2018,발전사업용,2018-01-11,구리시,,2023-10-12
해승태양광1호,경기도 양평군 강하면 강하2로 484-1,경기도 양평군 강하면 강하2로 484-1,,,기타,정상가동,99.28,380,60,2018,,2017-08-03,양평군,,2023-06-20
해오름3호태양광발전소,,경기도 이천시 율면 산양리 183,,,,정상가동,99.83,380,60,2019,발전사업용,2018-01-11,이천시,,2023-06-05
해오름쏠라,,경기도 이천시 율면 신추리 900-4,,,,정상가동,98.55,380,60,2019,발전사업용,2018-11-09,이천시,,2023-06-05
해오름태양광발전소,,,,,,정상가동,99,380,60,2019,발전사업용,2019-02-25,화성시,,2023-06-12
해와달태양광발전소,,,,,,정상가동,19.47,380,60,2022,발전사업용,2022-12-07,화성시,91.173,2023-06-12
